一回路压力平均值,一环路冷热段平均值,堆芯出口温度平均值,主蒸汽压力平均值,辅助给水流量平均值,重要厂用水系统压力,DeltaTsat平均值,安全壳压力平均值,SG1水位平均值,稳压器泄压箱压力,压缩空气系统压力,汽机旁路系统蒸汽阀平均开度
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
15.3982,309.8125,333.4375,6.6695975,0.0,0.0120312,11.16095,100.981,8.375e-05,0.0157492,0.814827,0.0
